,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
15174,72.0,207.0,1.0,75.0,19.0,0.0,0.0,100.0,7.0,8.0,19.0,2.0,28.0,2.0,1.0,29.0,2.0,1.0,2.0,29.0,1.0
15175,66.0,132.0,7.0,68.0,19.0,0.0,0.0,100.0,7.0,8.0,23.0,1.0,67.0,0.0,0.0,64.0,9.0,2.0,4.0,100.0,1.0
15176,70.0,183.0,3.0,62.0,43.0,0.0,0.0,94.0,6.0,6.0,42.0,3.0,21.0,1.0,1.0,31.0,4.0,3.0,1.0,45.0,0.0
15177,74.0,138.0,2.0,79.0,34.0,0.0,0.0,100.0,7.0,8.0,36.0,2.0,47.0,2.0,2.0,55.0,5.0,1.0,2.0,80.0,0.0
15178,79.0,151.0,4.0,74.0,27.0,0.0,0.0,98.0,6.0,6.0,28.0,1.0,50.0,2.0,2.0,14.0,4.0,2.0,0.0,56.0,1.0
15179,72.0,162.0,5.0,43.0,7.0,0.0,0.0,88.0,4.0,6.0,10.0,2.0,20.0,0.0,0.0,12.0,1.0,2.0,0.0,60.0,1.0
15180,61.0,183.0,22.0,62.0,18.0,0.0,0.0,100.0,7.0,8.0,22.0,0.0,33.0,1.0,1.0,71.0,4.0,1.0,3.0,100.0,0.0
15181,68.0,154.0,13.0,90.0,9.0,0.0,0.0,100.0,7.0,8.0,7.0,0.0,18.0,1.0,1.0,97.0,1.0,1.0,1.0,100.0,0.0
15182,85.0,174.0,20.0,87.0,11.0,0.0,0.0,100.0,6.0,7.0,11.0,0.0,26.0,0.0,0.0,1.0,1.0,2.0,0.0,100.0,1.0
15183,69.0,188.0,15.0,76.0,13.0,1.0,1.0,95.0,4.0,5.0,15.0,0.0,43.0,0.0,0.0,0.0,0.0,2.0,1.0,57.0,0.0
15184,86.0,144.0,17.0,76.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,38.0,0.0,0.0,11.0,2.0,1.0,0.0,86.0,1.0
15185,70.0,187.0,4.0,65.0,25.0,0.0,0.0,100.0,7.0,8.0,25.0,1.0,52.0,0.0,0.0,44.0,7.0,7.0,1.0,83.0,0.0
15186,84.0,472.0,4.0,66.0,17.0,1.0,1.0,100.0,7.0,8.0,17.0,1.0,27.0,1.0,1.0,12.0,2.0,2.0,0.0,60.0,0.0
15187,75.0,187.0,9.0,70.0,24.0,0.0,0.0,98.0,6.0,6.0,25.0,1.0,21.0,1.0,1.0,18.0,2.0,1.0,0.0,43.0,0.0
15188,60.0,115.0,2.0,55.0,21.0,0.0,0.0,92.0,4.0,6.0,21.0,2.0,33.0,1.0,1.0,46.0,3.0,3.0,1.0,67.0,1.0
15189,82.0,247.0,22.0,102.0,18.0,0.0,0.0,90.0,4.0,6.0,19.0,0.0,37.0,1.0,1.0,13.0,1.0,2.0,0.0,57.0,1.0
15190,88.0,223.0,8.0,81.0,24.0,0.0,0.0,100.0,7.0,8.0,25.0,1.0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0
15191,84.0,187.0,10.0,69.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,1.0,55.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,0.0
15192,74.0,282.0,9.0,93.0,28.0,0.0,0.0,96.0,6.0,6.0,28.0,1.0,53.0,1.0,1.0,36.0,5.0,4.0,1.0,56.0,0.0
15193,72.0,163.0,4.0,64.0,31.0,0.0,0.0,94.0,6.0,6.0,32.0,2.0,21.0,4.0,4.0,47.0,3.0,2.0,1.0,60.0,0.0
15194,58.0,131.0,2.0,65.0,28.0,2.0,2.0,97.0,0.0,2.0,27.0,5.0,20.0,1.0,1.0,11.0,2.0,2.0,0.0,58.0,0.0
15195,77.0,187.0,17.0,101.0,10.0,0.0,0.0,88.0,6.0,6.0,17.0,0.0,21.0,0.0,0.0,16.0,2.0,2.0,0.0,75.0,0.0
15196,75.0,136.0,6.0,65.0,16.0,0.0,0.0,100.0,7.0,8.0,17.0,1.0,27.0,1.0,1.0,5.0,3.0,2.0,1.0,38.0,0.0
15197,76.0,162.0,17.0,87.0,13.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,18.0,1.0,1.0,0.0,1.0,2.0,0.0,50.0,1.0
15198,70.0,187.0,7.0,99.0,15.0,0.0,0.0,97.0,6.0,6.0,15.0,1.0,41.0,0.0,0.0,60.0,4.0,1.0,1.0,60.0,0.0
15199,88.0,137.0,20.0,93.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,0.0,23.0,0.0,0.0,11.0,3.0,2.0,0.0,67.0,0.0
15200,72.0,132.0,2.0,62.0,19.0,0.0,0.0,95.0,6.0,6.0,20.0,3.0,55.0,0.0,0.0,42.0,1.0,5.0,0.0,100.0,0.0
15201,84.0,187.0,2.0,79.0,24.0,0.0,0.0,100.0,7.0,8.0,0.0,2.0,29.0,1.0,1.0,3.0,2.0,1.0,1.0,25.0,0.0
15202,61.0,176.0,3.0,87.0,25.0,1.0,1.0,85.0,0.0,2.0,28.0,2.0,41.0,0.0,0.0,41.0,5.0,3.0,1.0,83.0,1.0
15203,66.0,178.0,5.0,79.0,16.0,0.0,0.0,92.0,4.0,6.0,17.0,2.0,40.0,3.0,3.0,50.0,4.0,2.0,2.0,100.0,0.0
15204,64.0,212.0,0.0,67.0,18.0,1.0,0.0,90.0,6.0,5.0,18.0,3.0,10.0,2.0,2.0,10.0,3.0,1.0,0.0,63.0,1.0
15205,61.0,217.0,4.0,92.0,20.0,0.0,0.0,80.0,4.0,6.0,20.0,1.0,14.0,0.0,0.0,71.0,4.0,1.0,6.0,100.0,0.0
15206,74.0,207.0,18.0,90.0,20.0,0.0,0.0,100.0,7.0,8.0,21.0,0.0,44.0,2.0,2.0,2.0,2.0,2.0,1.0,50.0,0.0
15207,65.0,169.0,13.0,56.0,20.0,0.0,0.0,88.0,6.0,6.0,20.0,0.0,33.0,0.0,0.0,28.0,4.0,3.0,1.0,67.0,0.0
15208,79.0,138.0,3.0,79.0,21.0,0.0,0.0,95.0,6.0,6.0,21.0,3.0,35.0,1.0,1.0,29.0,10.0,1.0,1.0,75.0,1.0
15209,68.0,187.0,15.0,66.0,7.0,0.0,0.0,93.0,4.0,6.0,7.0,0.0,33.0,0.0,0.0,53.0,4.0,1.0,1.0,56.0,0.0
15210,86.0,172.0,2.0,70.0,16.0,0.0,0.0,100.0,7.0,8.0,21.0,2.0,53.0,0.0,0.0,8.0,4.0,2.0,0.0,67.0,1.0
15211,61.0,187.0,9.0,70.0,16.0,1.0,1.0,86.0,6.0,2.0,16.0,1.0,32.0,0.0,0.0,40.0,6.0,1.0,5.0,38.0,0.0
15212,84.0,205.0,13.0,104.0,18.0,0.0,0.0,100.0,7.0,8.0,18.0,0.0,26.0,0.0,0.0,36.0,2.0,1.0,0.0,83.0,0.0
15213,66.0,206.0,7.0,77.0,19.0,1.0,1.0,96.0,6.0,6.0,20.0,2.0,25.0,0.0,0.0,0.0,5.0,1.0,0.0,43.0,0.0
15214,72.0,194.0,4.0,81.0,22.0,0.0,0.0,100.0,4.0,8.0,23.0,2.0,25.0,5.0,5.0,31.0,6.0,2.0,1.0,70.0,0.0
15215,75.0,183.0,5.0,50.0,20.0,0.0,0.0,100.0,7.0,8.0,21.0,2.0,20.0,0.0,0.0,9.0,1.0,2.0,0.0,80.0,1.0
15216,72.0,203.0,8.0,82.0,17.0,0.0,0.0,100.0,7.0,8.0,18.0,1.0,41.0,0.0,0.0,56.0,1.0,2.0,2.0,67.0,1.0
15217,73.0,165.0,4.0,67.0,24.0,1.0,0.0,80.0,4.0,5.0,25.0,3.0,32.0,0.0,0.0,5.0,5.0,2.0,0.0,67.0,0.0
15218,80.0,156.0,4.0,71.0,22.0,0.0,0.0,100.0,7.0,8.0,22.0,2.0,23.0,2.0,2.0,20.0,3.0,1.0,1.0,50.0,0.0
15219,84.0,140.0,1.0,55.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,2.0,24.0,1.0,1.0,7.0,1.0,2.0,0.0,58.0,1.0
15220,79.0,154.0,4.0,68.0,11.0,0.0,0.0,100.0,7.0,8.0,11.0,1.0,29.0,0.0,0.0,4.0,1.0,1.0,0.0,67.0,0.0
15221,86.0,190.0,2.0,107.0,17.0,0.0,0.0,100.0,7.0,8.0,17.0,2.0,29.0,1.0,1.0,11.0,4.0,1.0,1.0,71.0,0.0
15222,85.0,187.0,7.0,62.0,18.0,0.0,0.0,100.0,7.0,8.0,19.0,2.0,40.0,0.0,0.0,2.0,4.0,2.0,0.0,22.0,0.0
15223,77.0,137.0,7.0,85.0,20.0,0.0,0.0,100.0,7.0,8.0,20.0,1.0,33.0,0.0,0.0,1.0,2.0,2.0,1.0,43.0,1.0
15224,55.0,158.0,4.0,61.0,17.0,3.0,0.0,67.0,4.0,5.0,17.0,1.0,29.0,1.0,1.0,49.0,2.0,1.0,1.0,50.0,0.0
15225,69.0,194.0,4.0,54.0,14.0,3.0,2.0,88.0,6.0,5.0,14.0,2.0,43.0,0.0,0.0,47.0,2.0,1.0,0.0,60.0,0.0
15226,62.0,163.0,16.0,93.0,22.0,0.0,0.0,97.0,4.0,6.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,0.0
15227,58.0,161.0,1.0,61.0,18.0,2.0,2.0,100.0,6.0,8.0,23.0,1.0,24.0,1.0,1.0,0.0,2.0,1.0,0.0,25.0,1.0
15228,87.0,187.0,39.0,97.0,18.0,0.0,0.0,100.0,7.0,8.0,18.0,0.0,44.0,0.0,0.0,0.0,2.0,2.0,0.0,50.0,1.0
15229,75.0,118.0,2.0,50.0,7.0,0.0,0.0,100.0,7.0,8.0,7.0,4.0,47.0,2.0,2.0,27.0,4.0,2.0,1.0,75.0,1.0
15230,58.0,118.0,6.0,36.0,16.0,5.0,5.0,80.0,6.0,2.0,20.0,2.0,53.0,0.0,0.0,30.0,4.0,4.0,1.0,78.0,1.0
15231,86.0,192.0,9.0,74.0,25.0,0.0,0.0,100.0,7.0,8.0,22.0,1.0,50.0,0.0,0.0,2.0,6.0,2.0,1.0,30.0,0.0
15232,60.0,187.0,4.0,76.0,27.0,2.0,1.0,80.0,6.0,4.0,29.0,4.0,48.0,0.0,0.0,0.0,2.0,2.0,0.0,33.0,0.0
15233,66.0,206.0,7.0,88.0,21.0,3.0,1.0,92.0,6.0,2.0,23.0,1.0,56.0,1.0,1.0,51.0,7.0,4.0,1.0,86.0,0.0
15234,84.0,187.0,6.0,83.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,1.0,16.0,1.0,1.0,6.0,2.0,2.0,0.0,50.0,1.0
15235,84.0,165.0,6.0,80.0,17.0,0.0,0.0,100.0,7.0,8.0,20.0,1.0,50.0,0.0,0.0,57.0,4.0,1.0,1.0,100.0,0.0
15236,88.0,208.0,49.0,80.0,5.0,0.0,0.0,100.0,7.0,8.0,29.0,0.0,23.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,1.0
15237,72.0,184.0,2.0,97.0,18.0,0.0,0.0,100.0,7.0,8.0,20.0,2.0,13.0,2.0,2.0,46.0,4.0,1.0,1.0,50.0,1.0
15238,72.0,202.0,4.0,56.0,28.0,0.0,0.0,100.0,7.0,8.0,28.0,3.0,43.0,1.0,1.0,61.0,8.0,2.0,2.0,78.0,0.0
15239,67.0,187.0,2.0,85.0,35.0,0.0,0.0,100.0,7.0,8.0,36.0,2.0,36.0,1.0,1.0,54.0,5.0,5.0,3.0,86.0,1.0
15240,74.0,176.0,4.0,56.0,23.0,0.0,0.0,97.0,6.0,6.0,25.0,1.0,48.0,0.0,0.0,20.0,2.0,2.0,1.0,67.0,1.0
15241,81.0,187.0,1.0,93.0,15.0,0.0,0.0,100.0,7.0,8.0,17.0,3.0,31.0,0.0,0.0,8.0,3.0,2.0,0.0,50.0,0.0
15242,67.0,151.0,3.0,83.0,25.0,0.0,0.0,96.0,4.0,6.0,25.0,2.0,44.0,0.0,0.0,85.0,5.0,2.0,1.0,100.0,1.0
15243,74.0,172.0,3.0,67.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,1.0,50.0,1.0,1.0,49.0,3.0,3.0,1.0,67.0,0.0
15244,77.0,173.0,11.0,77.0,29.0,1.0,0.0,96.0,6.0,2.0,32.0,1.0,40.0,0.0,0.0,86.0,4.0,3.0,0.0,88.0,0.0
15245,91.0,330.0,6.0,111.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,2.0,25.0,0.0,0.0,1.0,3.0,2.0,0.0,25.0,0.0
15246,68.0,142.0,0.0,81.0,25.0,0.0,0.0,100.0,7.0,8.0,25.0,3.0,23.0,0.0,0.0,60.0,5.0,1.0,2.0,62.0,1.0
15247,86.0,194.0,12.0,94.0,25.0,0.0,0.0,100.0,7.0,8.0,29.0,0.0,26.0,0.0,0.0,20.0,3.0,2.0,0.0,67.0,1.0
15248,81.0,199.0,10.0,80.0,33.0,0.0,0.0,97.0,6.0,6.0,33.0,2.0,50.0,1.0,1.0,20.0,3.0,4.0,0.0,43.0,1.0
15249,70.0,149.0,5.0,78.0,18.0,0.0,0.0,93.0,6.0,6.0,18.0,0.0,36.0,0.0,0.0,68.0,3.0,1.0,4.0,69.0,1.0
15250,91.0,182.0,2.0,88.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,1.0,48.0,1.0,1.0,4.0,1.0,3.0,0.0,25.0,1.0
15251,86.0,196.0,9.0,69.0,24.0,0.0,0.0,95.0,6.0,6.0,26.0,1.0,23.0,2.0,2.0,0.0,0.0,3.0,0.0,50.0,0.0
15252,81.0,178.0,4.0,98.0,36.0,0.0,0.0,100.0,7.0,8.0,36.0,2.0,28.0,1.0,1.0,14.0,4.0,4.0,0.0,57.0,1.0
15253,73.0,251.0,11.0,84.0,31.0,0.0,0.0,100.0,7.0,8.0,31.0,1.0,43.0,3.0,3.0,57.0,6.0,2.0,1.0,83.0,1.0
15254,61.0,176.0,4.0,70.0,19.0,0.0,0.0,100.0,6.0,8.0,19.0,2.0,20.0,2.0,2.0,10.0,5.0,2.0,0.0,73.0,0.0
15255,62.0,172.0,13.0,92.0,10.0,1.0,1.0,88.0,4.0,6.0,11.0,0.0,40.0,0.0,0.0,38.0,2.0,2.0,1.0,75.0,1.0
15256,68.0,160.0,6.0,71.0,15.0,1.0,1.0,94.0,6.0,2.0,16.0,1.0,33.0,0.0,0.0,50.0,2.0,1.0,1.0,67.0,1.0
15257,62.0,132.0,1.0,87.0,9.0,2.0,2.0,31.0,6.0,2.0,9.0,3.0,50.0,2.0,2.0,58.0,8.0,2.0,2.0,100.0,0.0
15258,61.0,198.0,2.0,94.0,44.0,1.0,1.0,92.0,4.0,6.0,50.0,1.0,29.0,1.0,1.0,41.0,11.0,4.0,2.0,75.0,1.0
15259,58.0,183.0,13.0,79.0,20.0,1.0,0.0,64.0,0.0,5.0,21.0,0.0,24.0,2.0,2.0,88.0,5.0,2.0,4.0,100.0,1.0
15260,63.0,141.0,12.0,50.0,9.0,2.0,0.0,70.0,4.0,3.0,9.0,0.0,45.0,0.0,0.0,76.0,2.0,1.0,1.0,100.0,0.0
15261,82.0,192.0,12.0,69.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,0.0,33.0,0.0,0.0,9.0,2.0,2.0,0.0,43.0,0.0
15262,87.0,187.0,6.0,75.0,27.0,0.0,0.0,100.0,7.0,8.0,28.0,3.0,27.0,0.0,0.0,4.0,2.0,2.0,1.0,57.0,0.0
15263,61.0,181.0,7.0,63.0,13.0,1.0,1.0,73.0,0.0,4.0,15.0,1.0,40.0,1.0,1.0,62.0,5.0,1.0,2.0,100.0,0.0
15264,72.0,176.0,1.0,77.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,2.0,29.0,3.0,3.0,39.0,1.0,3.0,1.0,75.0,0.0
15265,65.0,168.0,9.0,68.0,34.0,2.0,1.0,61.0,4.0,2.0,28.0,1.0,24.0,0.0,0.0,84.0,5.0,3.0,6.0,100.0,1.0
15266,54.0,141.0,44.0,68.0,4.0,2.0,2.0,47.0,0.0,2.0,6.0,0.0,32.0,0.0,0.0,53.0,6.0,2.0,0.0,71.0,0.0
15267,63.0,174.0,1.0,66.0,31.0,1.0,0.0,95.0,6.0,5.0,31.0,4.0,43.0,0.0,0.0,91.0,7.0,6.0,2.0,100.0,1.0
15268,77.0,174.0,16.0,87.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,0.0,33.0,0.0,0.0,1.0,1.0,2.0,0.0,25.0,1.0
15269,64.0,140.0,13.0,48.0,7.0,1.0,1.0,95.0,6.0,6.0,7.0,0.0,41.0,3.0,3.0,42.0,2.0,2.0,1.0,71.0,1.0
15270,75.0,169.0,3.0,68.0,18.0,0.0,0.0,100.0,7.0,8.0,18.0,1.0,33.0,2.0,2.0,39.0,4.0,3.0,1.0,86.0,0.0
15271,66.0,195.0,6.0,39.0,20.0,1.0,1.0,80.0,6.0,2.0,22.0,1.0,53.0,2.0,2.0,81.0,2.0,4.0,2.0,50.0,0.0
15272,86.0,170.0,1.0,65.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,5.0,24.0,2.0,2.0,0.0,3.0,3.0,0.0,50.0,1.0
15273,65.0,158.0,14.0,66.0,24.0,5.0,5.0,95.0,6.0,2.0,30.0,0.0,23.0,0.0,0.0,46.0,4.0,2.0,1.0,77.0,0.0
15274,70.0,187.0,2.0,63.0,45.0,0.0,0.0,96.0,6.0,6.0,47.0,4.0,21.0,1.0,1.0,66.0,6.0,3.0,5.0,83.0,0.0
15275,67.0,184.0,5.0,55.0,14.0,2.0,2.0,67.0,6.0,2.0,15.0,1.0,22.0,2.0,2.0,35.0,2.0,2.0,0.0,33.0,0.0
15276,80.0,133.0,4.0,61.0,16.0,0.0,0.0,100.0,7.0,8.0,17.0,4.0,22.0,3.0,3.0,55.0,6.0,2.0,3.0,78.0,0.0
15277,85.0,177.0,16.0,97.0,18.0,0.0,0.0,90.0,6.0,6.0,18.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,50.0,0.0
15278,74.0,190.0,5.0,79.0,20.0,0.0,0.0,97.0,6.0,6.0,20.0,3.0,16.0,0.0,0.0,27.0,5.0,2.0,1.0,50.0,1.0
15279,56.0,176.0,10.0,77.0,24.0,0.0,0.0,96.0,4.0,6.0,24.0,2.0,38.0,1.0,1.0,67.0,3.0,2.0,2.0,79.0,1.0
15280,81.0,219.0,20.0,90.0,18.0,0.0,0.0,100.0,7.0,8.0,20.0,0.0,36.0,0.0,0.0,4.0,2.0,2.0,1.0,25.0,0.0
15281,61.0,132.0,4.0,63.0,19.0,1.0,0.0,77.0,6.0,5.0,21.0,4.0,17.0,0.0,0.0,31.0,5.0,1.0,1.0,86.0,1.0
15282,88.0,174.0,13.0,73.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,38.0,0.0,0.0,18.0,1.0,2.0,1.0,60.0,0.0
15283,88.0,203.0,4.0,72.0,23.0,0.0,0.0,100.0,7.0,8.0,24.0,3.0,31.0,0.0,0.0,8.0,3.0,2.0,0.0,50.0,0.0
15284,68.0,187.0,4.0,72.0,31.0,2.0,1.0,94.0,6.0,2.0,33.0,1.0,38.0,0.0,0.0,37.0,9.0,5.0,1.0,44.0,0.0
15285,76.0,126.0,1.0,54.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,2.0,0.0,1.0,1.0,12.0,2.0,3.0,1.0,40.0,1.0
15286,76.0,176.0,15.0,76.0,7.0,1.0,1.0,91.0,6.0,6.0,8.0,0.0,33.0,0.0,0.0,43.0,3.0,2.0,1.0,64.0,0.0
15287,75.0,206.0,4.0,67.0,17.0,0.0,0.0,95.0,6.0,6.0,19.0,1.0,50.0,0.0,0.0,28.0,3.0,2.0,1.0,75.0,1.0
15288,85.0,496.0,17.0,121.0,19.0,0.0,0.0,100.0,7.0,8.0,20.0,0.0,45.0,0.0,0.0,0.0,2.0,1.0,0.0,38.0,1.0
15289,62.0,233.0,1.0,115.0,12.0,0.0,0.0,80.0,4.0,6.0,11.0,1.0,40.0,0.0,0.0,1.0,2.0,2.0,0.0,50.0,0.0
15290,77.0,187.0,8.0,47.0,15.0,0.0,0.0,92.0,6.0,6.0,15.0,2.0,14.0,1.0,1.0,18.0,3.0,3.0,0.0,67.0,1.0
15291,84.0,221.0,19.0,92.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0
15292,65.0,162.0,27.0,70.0,10.0,1.0,1.0,75.0,6.0,5.0,13.0,0.0,30.0,0.0,0.0,26.0,2.0,1.0,1.0,100.0,0.0
15293,80.0,187.0,27.0,87.0,8.0,0.0,0.0,100.0,7.0,8.0,11.0,0.0,20.0,0.0,0.0,13.0,2.0,2.0,0.0,67.0,1.0
15294,68.0,187.0,14.0,84.0,30.0,0.0,0.0,97.0,4.0,6.0,31.0,0.0,39.0,0.0,0.0,35.0,4.0,2.0,1.0,70.0,1.0
15295,71.0,254.0,11.0,100.0,27.0,0.0,0.0,96.0,6.0,6.0,30.0,1.0,38.0,0.0,0.0,13.0,3.0,3.0,1.0,75.0,0.0
15296,88.0,288.0,6.0,110.0,7.0,0.0,0.0,100.0,7.0,8.0,7.0,2.0,40.0,1.0,1.0,5.0,1.0,1.0,0.0,75.0,0.0
15297,76.0,163.0,2.0,46.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,4.0,28.0,2.0,2.0,72.0,3.0,3.0,2.0,100.0,0.0
15298,79.0,130.0,5.0,50.0,3.0,0.0,0.0,100.0,7.0,8.0,4.0,2.0,14.0,0.0,0.0,27.0,4.0,2.0,1.0,67.0,1.0
15299,66.0,135.0,3.0,70.0,18.0,4.0,2.0,95.0,6.0,3.0,20.0,3.0,42.0,0.0,0.0,33.0,3.0,4.0,1.0,40.0,0.0
15300,75.0,187.0,3.0,74.0,26.0,0.0,0.0,100.0,7.0,8.0,26.0,2.0,25.0,0.0,0.0,16.0,5.0,2.0,2.0,57.0,1.0
15301,83.0,162.0,16.0,84.0,40.0,0.0,0.0,100.0,7.0,8.0,41.0,0.0,42.0,0.0,0.0,3.0,1.0,3.0,0.0,71.0,0.0
15302,59.0,136.0,10.0,83.0,12.0,3.0,2.0,86.0,6.0,2.0,15.0,1.0,39.0,2.0,1.0,94.0,5.0,2.0,2.0,100.0,0.0
15303,85.0,169.0,17.0,73.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,0.0,18.0,0.0,0.0,1.0,3.0,2.0,0.0,63.0,1.0
15304,73.0,212.0,2.0,80.0,37.0,0.0,0.0,100.0,7.0,8.0,46.0,3.0,20.0,1.0,1.0,36.0,8.0,2.0,2.0,38.0,1.0
15305,77.0,192.0,14.0,88.0,32.0,0.0,0.0,100.0,7.0,8.0,34.0,0.0,19.0,0.0,0.0,41.0,4.0,2.0,1.0,86.0,0.0
15306,76.0,187.0,3.0,66.0,49.0,0.0,0.0,100.0,7.0,8.0,49.0,2.0,15.0,0.0,0.0,39.0,3.0,3.0,0.0,43.0,0.0
15307,73.0,158.0,7.0,66.0,20.0,0.0,0.0,94.0,4.0,6.0,20.0,1.0,29.0,0.0,0.0,23.0,4.0,2.0,0.0,62.0,1.0
15308,70.0,185.0,4.0,57.0,25.0,0.0,0.0,100.0,7.0,8.0,26.0,4.0,37.0,0.0,0.0,36.0,1.0,4.0,1.0,75.0,0.0
15309,79.0,146.0,6.0,61.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,2.0,41.0,1.0,1.0,2.0,2.0,2.0,0.0,44.0,1.0
15310,64.0,168.0,2.0,51.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,3.0,56.0,0.0,0.0,69.0,10.0,4.0,8.0,83.0,0.0
15311,73.0,187.0,5.0,74.0,24.0,0.0,0.0,96.0,6.0,6.0,25.0,2.0,13.0,0.0,1.0,28.0,2.0,1.0,1.0,43.0,0.0
15312,60.0,187.0,2.0,59.0,24.0,0.0,0.0,93.0,4.0,6.0,21.0,2.0,42.0,0.0,0.0,2.0,5.0,3.0,1.0,60.0,1.0
15313,75.0,168.0,2.0,93.0,10.0,0.0,0.0,80.0,4.0,6.0,10.0,2.0,43.0,0.0,0.0,3.0,4.0,2.0,0.0,83.0,0.0
15314,63.0,175.0,5.0,66.0,19.0,0.0,0.0,100.0,4.0,6.0,19.0,2.0,26.0,0.0,0.0,61.0,5.0,3.0,2.0,88.0,1.0
15315,79.0,157.0,6.0,60.0,42.0,0.0,0.0,100.0,7.0,8.0,44.0,3.0,47.0,0.0,0.0,42.0,5.0,4.0,1.0,44.0,0.0
15316,82.0,215.0,8.0,85.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,3.0,29.0,2.0,2.0,34.0,1.0,1.0,0.0,60.0,0.0
15317,68.0,162.0,8.0,84.0,13.0,2.0,2.0,63.0,6.0,2.0,15.0,1.0,36.0,0.0,0.0,42.0,6.0,1.0,1.0,100.0,0.0
15318,65.0,247.0,20.0,95.0,24.0,1.0,1.0,95.0,4.0,5.0,26.0,0.0,35.0,2.0,2.0,1.0,2.0,2.0,0.0,56.0,1.0
15319,66.0,163.0,6.0,64.0,33.0,0.0,0.0,92.0,6.0,6.0,32.0,4.0,36.0,0.0,0.0,45.0,6.0,3.0,1.0,64.0,1.0
15320,70.0,190.0,43.0,113.0,7.0,0.0,0.0,100.0,7.0,8.0,7.0,0.0,39.0,0.0,0.0,14.0,3.0,1.0,1.0,71.0,1.0
15321,80.0,342.0,5.0,104.0,20.0,1.0,1.0,100.0,6.0,8.0,23.0,2.0,48.0,1.0,1.0,0.0,1.0,3.0,0.0,50.0,1.0
15322,72.0,184.0,1.0,72.0,26.0,0.0,0.0,92.0,6.0,6.0,28.0,3.0,43.0,1.0,1.0,59.0,4.0,3.0,2.0,65.0,1.0
15323,76.0,132.0,21.0,82.0,20.0,0.0,0.0,97.0,7.0,6.0,20.0,0.0,40.0,0.0,0.0,90.0,2.0,2.0,1.0,100.0,1.0
15324,83.0,198.0,2.0,56.0,9.0,0.0,0.0,100.0,7.0,8.0,10.0,3.0,40.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,1.0
15325,79.0,151.0,5.0,51.0,12.0,0.0,0.0,100.0,7.0,8.0,14.0,2.0,47.0,1.0,1.0,8.0,2.0,2.0,0.0,67.0,1.0
15326,68.0,177.0,16.0,100.0,9.0,3.0,2.0,77.0,4.0,3.0,8.0,0.0,14.0,0.0,0.0,17.0,4.0,1.0,0.0,83.0,1.0
15327,83.0,187.0,7.0,80.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,2.0,50.0,1.0,0.0,35.0,4.0,1.0,0.0,40.0,0.0
15328,79.0,177.0,10.0,65.0,18.0,0.0,0.0,90.0,6.0,6.0,18.0,2.0,20.0,1.0,1.0,15.0,6.0,2.0,1.0,67.0,0.0
15329,56.0,214.0,2.0,81.0,41.0,0.0,0.0,97.0,4.0,6.0,48.0,5.0,12.0,1.0,1.0,30.0,8.0,2.0,2.0,39.0,1.0
15330,79.0,187.0,7.0,60.0,17.0,0.0,0.0,100.0,7.0,8.0,17.0,2.0,50.0,1.0,1.0,99.0,2.0,2.0,0.0,100.0,0.0
